tenure,Tenure_Group,MonthlyCharges,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,TechSupport,Service_Engagement,Contract,Churn
17,Standard(1-3yr),51.5,0,DSL,Mailed check,No,Yes,1,Month-to-month,1
25,Standard(1-3yr),25.5,0,No,Credit card (automatic),No,No internet service,0,Two year,0
43,Loyal(3yr+),89.55,1,Fiber optic,Mailed check,Yes,No,2,Month-to-month,1
59,Loyal(3yr+),19.5,0,No,Credit card (automatic),No,No internet service,0,Two year,0
5,New(0-1yr),80.7,1,Fiber optic,Electronic check,No,No,2,Month-to-month,0
21,Standard(1-3yr),77.5,0,DSL,Mailed check,No,Yes,4,One year,1
69,Loyal(3yr+),105.1,0,Fiber optic,Credit card (automatic),Yes,Yes,5,One year,0
13,Standard(1-3yr),25.15,0,DSL,Bank transfer (automatic),Yes,No,0,Month-to-month,0
42,Loyal(3yr+),95.25,0,Fiber optic,Bank transfer (automatic),Yes,No,3,Month-to-month,1
52,Loyal(3yr+),95.65,0,Fiber optic,Credit card (automatic),Yes,Yes,3,Month-to-month,0
46,Loyal(3yr+),85.0,1,Fiber optic,Electronic check,No,No,2,Month-to-month,1
61,Loyal(3yr+),80.8,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
29,Standard(1-3yr),24.85,0,DSL,Mailed check,Yes,No,0,One year,0
25,Standard(1-3yr),54.75,0,DSL,Credit card (automatic),Yes,Yes,2,One year,0
5,New(0-1yr),85.75,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,1
15,Standard(1-3yr),50.75,0,DSL,Electronic check,No,No,3,One year,0
19,Standard(1-3yr),20.15,0,No,Mailed check,No,No internet service,0,Two year,0
44,Loyal(3yr+),20.05,0,No,Mailed check,No,No internet service,0,Two year,0
6,New(0-1yr),98.25,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
58,Loyal(3yr+),71.6,0,DSL,Credit card (automatic),No,Yes,4,Two year,0
62,Loyal(3yr+),81.45,0,Fiber optic,Credit card (automatic),Yes,No,2,One year,0
70,Loyal(3yr+),58.4,0,DSL,Bank transfer (automatic),Yes,Yes,5,One year,0
1,New(0-1yr),25.7,1,DSL,Mailed check,Yes,No,0,Month-to-month,1
10,New(0-1yr),53.7,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
26,Standard(1-3yr),19.6,0,No,Bank transfer (automatic),Yes,No internet service,0,One year,0
66,Loyal(3yr+),89.4,0,Fiber optic,Credit card (automatic),No,No,2,Month-to-month,0
7,New(0-1yr),69.0,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
51,Loyal(3yr+),84.2,0,Fiber optic,Bank transfer (automatic),No,Yes,2,One year,0
72,Loyal(3yr+),106.1,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
65,Loyal(3yr+),25.75,0,No,Mailed check,No,No internet service,0,Two year,0
2,New(0-1yr),46.05,0,DSL,Bank transfer (automatic),No,No,0,Month-to-month,1
70,Loyal(3yr+),64.95,0,DSL,Bank transfer (automatic),No,Yes,3,One year,0
72,Loyal(3yr+),85.45,0,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
1,New(0-1yr),20.05,0,No,Mailed check,No,No internet service,0,Month-to-month,0
1,New(0-1yr),76.4,1,Fiber optic,Mailed check,Yes,No,1,Month-to-month,1
5,New(0-1yr),100.5,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
3,New(0-1yr),20.7,0,No,Mailed check,No,No internet service,0,Month-to-month,0
58,Loyal(3yr+),25.3,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
22,Standard(1-3yr),40.05,1,DSL,Mailed check,No,No,2,Month-to-month,1
33,Standard(1-3yr),100.6,1,Fiber optic,Bank transfer (automatic),Yes,No,3,Month-to-month,0
1,New(0-1yr),69.95,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
54,Loyal(3yr+),74.0,1,Fiber optic,Bank transfer (automatic),No,No,0,Month-to-month,0
72,Loyal(3yr+),99.4,0,Fiber optic,Electronic check,Yes,No,3,Two year,0
1,New(0-1yr),93.3,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
3,New(0-1yr),49.15,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
72,Loyal(3yr+),107.45,0,Fiber optic,Credit card (automatic),No,Yes,5,Two year,0
72,Loyal(3yr+),83.6,0,DSL,Credit card (automatic),Yes,No,5,Two year,0
54,Loyal(3yr+),99.05,1,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
59,Loyal(3yr+),80.1,0,DSL,Electronic check,Yes,Yes,4,One year,0
54,Loyal(3yr+),65.3,0,DSL,Bank transfer (automatic),Yes,No,3,Two year,0
60,Loyal(3yr+),89.55,0,Fiber optic,Electronic check,Yes,No,2,Two year,0
60,Loyal(3yr+),60.8,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
3,New(0-1yr),74.5,0,Fiber optic,Electronic check,No,No,0,Month-to-month,0
69,Loyal(3yr+),99.15,0,Fiber optic,Bank transfer (automatic),No,No,3,Two year,0
1,New(0-1yr),19.25,0,No,Electronic check,No,No internet service,0,Month-to-month,0
50,Loyal(3yr+),39.45,0,DSL,Credit card (automatic),Yes,No,2,Month-to-month,0
56,Loyal(3yr+),44.85,0,DSL,Credit card (automatic),Yes,No,2,Month-to-month,0
60,Loyal(3yr+),97.2,0,Fiber optic,Electronic check,Yes,Yes,4,Two year,0
69,Loyal(3yr+),110.55,1,Fiber optic,Mailed check,Yes,Yes,5,One year,0
1,New(0-1yr),35.05,0,DSL,Mailed check,No,No,1,Month-to-month,1
1,New(0-1yr),73.0,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
3,New(0-1yr),19.9,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
60,Loyal(3yr+),76.95,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
13,Standard(1-3yr),35.4,0,DSL,Mailed check,No,Yes,2,Two year,0
62,Loyal(3yr+),20.45,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
45,Loyal(3yr+),96.75,0,Fiber optic,Bank transfer (automatic),No,No,3,One year,0
25,Standard(1-3yr),54.2,0,DSL,Electronic check,No,Yes,4,One year,0
44,Loyal(3yr+),100.1,0,Fiber optic,Bank transfer (automatic),No,Yes,4,Two year,0
2,New(0-1yr),45.25,0,DSL,Mailed check,Yes,No,0,Month-to-month,0
33,Standard(1-3yr),83.85,1,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,1
1,New(0-1yr),70.1,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
22,Standard(1-3yr),20.85,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
35,Standard(1-3yr),33.45,0,DSL,Mailed check,Yes,Yes,2,Month-to-month,0
29,Standard(1-3yr),20.2,0,No,Mailed check,No,No internet service,0,Two year,0
27,Standard(1-3yr),85.9,1,Fiber optic,Electronic check,Yes,No,2,One year,0
54,Loyal(3yr+),61.0,0,DSL,Electronic check,Yes,Yes,3,One year,0
2,New(0-1yr),70.65,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
57,Loyal(3yr+),86.9,0,Fiber optic,Electronic check,Yes,No,1,One year,0
62,Loyal(3yr+),69.4,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
15,Standard(1-3yr),20.35,0,No,Credit card (automatic),No,No internet service,0,One year,0
2,New(0-1yr),20.35,0,No,Mailed check,No,No internet service,0,Month-to-month,1
70,Loyal(3yr+),104.3,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Two year,0
21,Standard(1-3yr),44.95,0,DSL,Electronic check,Yes,No,0,Month-to-month,0
23,Standard(1-3yr),49.45,0,DSL,Electronic check,Yes,Yes,1,One year,0
6,New(0-1yr),20.6,0,No,Mailed check,No,No internet service,0,One year,0
4,New(0-1yr),19.55,0,No,Credit card (automatic),No,No internet service,0,Two year,0
3,New(0-1yr),99.0,0,Fiber optic,Credit card (automatic),Yes,No,4,Month-to-month,1
23,Standard(1-3yr),93.5,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
26,Standard(1-3yr),54.55,0,DSL,Credit card (automatic),No,Yes,4,One year,0
8,New(0-1yr),20.05,0,No,Mailed check,No,No internet service,0,Month-to-month,0
26,Standard(1-3yr),83.95,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
2,New(0-1yr),79.45,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
67,Loyal(3yr+),116.2,0,Fiber optic,Credit card (automatic),No,Yes,6,Two year,1
71,Loyal(3yr+),93.7,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Two year,1
59,Loyal(3yr+),79.85,0,DSL,Credit card (automatic),No,Yes,5,One year,0
39,Loyal(3yr+),100.0,0,Fiber optic,Electronic check,No,No,3,One year,0
21,Standard(1-3yr),19.6,0,No,Mailed check,No,No internet service,0,Two year,0
1,New(0-1yr),19.7,0,No,Mailed check,No,No internet service,0,Month-to-month,1
48,Loyal(3yr+),20.2,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
31,Standard(1-3yr),50.4,1,DSL,Credit card (automatic),Yes,No,4,One year,0
64,Loyal(3yr+),113.35,0,Fiber optic,Electronic check,No,Yes,6,One year,0
46,Loyal(3yr+),80.0,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,0
52,Loyal(3yr+),80.95,0,DSL,Bank transfer (automatic),Yes,Yes,4,Two year,0
67,Loyal(3yr+),24.9,0,No,Mailed check,Yes,No internet service,0,Two year,0
67,Loyal(3yr+),54.9,1,DSL,Electronic check,No,No,1,Month-to-month,0
5,New(0-1yr),75.55,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
71,Loyal(3yr+),109.25,0,Fiber optic,Electronic check,No,Yes,5,Two year,0
9,New(0-1yr),77.65,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
26,Standard(1-3yr),95.0,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
71,Loyal(3yr+),116.3,0,Fiber optic,Bank transfer (automatic),Yes,Yes,6,One year,0
32,Standard(1-3yr),19.9,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,0
2,New(0-1yr),70.35,0,Fiber optic,Electronic check,No,No,0,Month-to-month,0
71,Loyal(3yr+),25.6,0,No,Credit card (automatic),No,No internet service,0,Two year,0
60,Loyal(3yr+),44.45,0,DSL,Electronic check,Yes,No,3,One year,0
55,Loyal(3yr+),100.15,1,Fiber optic,Electronic check,Yes,No,3,One year,0
54,Loyal(3yr+),105.4,0,Fiber optic,Credit card (automatic),Yes,Yes,5,One year,1
2,New(0-1yr),95.85,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
6,New(0-1yr),73.85,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,0
48,Loyal(3yr+),70.1,0,DSL,Credit card (automatic),Yes,No,4,Two year,0
63,Loyal(3yr+),25.25,0,No,Mailed check,No,No internet service,0,Two year,0
1,New(0-1yr),79.15,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
12,New(0-1yr),21.05,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
54,Loyal(3yr+),24.95,1,DSL,Bank transfer (automatic),Yes,No,0,Month-to-month,0
30,Standard(1-3yr),64.5,0,DSL,Electronic check,Yes,Yes,3,One year,0
30,Standard(1-3yr),19.65,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,1
4,New(0-1yr),79.0,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
40,Loyal(3yr+),105.95,0,Fiber optic,Credit card (automatic),Yes,Yes,4,One year,0
9,New(0-1yr),75.85,0,Fiber optic,Electronic check,Yes,Yes,1,Month-to-month,0
17,Standard(1-3yr),91.85,0,Fiber optic,Electronic check,No,Yes,3,Month-to-month,1
62,Loyal(3yr+),43.6,0,DSL,Credit card (automatic),Yes,No,3,Two year,0
28,Standard(1-3yr),91.25,0,Fiber optic,Bank transfer (automatic),Yes,Yes,3,One year,0
70,Loyal(3yr+),89.75,0,DSL,Credit card (automatic),No,Yes,6,Two year,0
46,Loyal(3yr+),104.4,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,Two year,0
23,Standard(1-3yr),90.15,0,Fiber optic,Mailed check,No,No,2,Month-to-month,0
47,Loyal(3yr+),40.3,0,DSL,Electronic check,No,Yes,3,One year,0
68,Loyal(3yr+),105.25,0,Fiber optic,Bank transfer (automatic),Yes,No,5,Two year,0
60,Loyal(3yr+),106.0,1,Fiber optic,Electronic check,Yes,Yes,4,One year,1
67,Loyal(3yr+),104.0,0,Fiber optic,Electronic check,Yes,Yes,4,Two year,0
14,Standard(1-3yr),69.65,0,DSL,Electronic check,Yes,Yes,3,Month-to-month,0
57,Loyal(3yr+),74.3,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
55,Loyal(3yr+),100.9,0,Fiber optic,Mailed check,No,No,3,One year,0
1,New(0-1yr),20.25,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
1,New(0-1yr),49.9,0,DSL,Mailed check,Yes,Yes,1,Month-to-month,1
23,Standard(1-3yr),96.9,0,Fiber optic,Credit card (automatic),Yes,Yes,3,Month-to-month,0
13,Standard(1-3yr),100.35,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
47,Loyal(3yr+),104.1,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
38,Loyal(3yr+),20.1,0,No,Mailed check,No,No internet service,0,One year,0
38,Loyal(3yr+),74.95,1,Fiber optic,Bank transfer (automatic),Yes,No,0,Month-to-month,1
2,New(0-1yr),56.55,1,DSL,Credit card (automatic),Yes,No,1,Month-to-month,0
1,New(0-1yr),49.25,1,DSL,Credit card (automatic),Yes,Yes,1,Month-to-month,1
15,Standard(1-3yr),68.6,0,Fiber optic,Bank transfer (automatic),Yes,No,0,Month-to-month,0
26,Standard(1-3yr),69.05,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,0
35,Standard(1-3yr),19.7,0,No,Credit card (automatic),No,No internet service,0,Two year,0
3,New(0-1yr),20.05,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
50,Loyal(3yr+),103.7,0,Fiber optic,Electronic check,No,Yes,4,Month-to-month,1
42,Loyal(3yr+),94.4,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
10,New(0-1yr),54.95,0,DSL,Credit card (automatic),Yes,Yes,2,Month-to-month,0
61,Loyal(3yr+),93.7,0,Fiber optic,Bank transfer (automatic),No,Yes,4,One year,0
68,Loyal(3yr+),110.25,0,Fiber optic,Credit card (automatic),No,Yes,5,Two year,0
10,New(0-1yr),98.9,0,Fiber optic,Electronic check,Yes,No,4,One year,0
65,Loyal(3yr+),89.75,0,Fiber optic,Electronic check,No,No,3,One year,1
72,Loyal(3yr+),80.45,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
55,Loyal(3yr+),79.4,0,Fiber optic,Electronic check,No,Yes,2,Month-to-month,0
1,New(0-1yr),20.3,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
7,New(0-1yr),62.8,0,DSL,Bank transfer (automatic),No,Yes,3,Month-to-month,0
2,New(0-1yr),74.9,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,0
9,New(0-1yr),74.85,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
27,Standard(1-3yr),25.85,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
7,New(0-1yr),101.95,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
64,Loyal(3yr+),68.3,0,DSL,Mailed check,Yes,Yes,4,Two year,0
70,Loyal(3yr+),48.4,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
2,New(0-1yr),94.0,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
67,Loyal(3yr+),105.05,1,Fiber optic,Electronic check,Yes,Yes,5,Two year,0
45,Loyal(3yr+),89.3,0,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,1
24,Standard(1-3yr),25.15,0,No,Credit card (automatic),No,No internet service,0,Two year,0
4,New(0-1yr),19.5,0,No,Credit card (automatic),No,No internet service,0,Two year,0
44,Loyal(3yr+),92.95,0,Fiber optic,Bank transfer (automatic),Yes,No,3,Month-to-month,0
72,Loyal(3yr+),20.7,0,No,Mailed check,Yes,No internet service,0,Two year,0
1,New(0-1yr),74.3,0,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,1
66,Loyal(3yr+),19.35,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
1,New(0-1yr),44.65,0,DSL,Mailed check,Yes,Yes,3,Month-to-month,1
13,Standard(1-3yr),84.05,0,Fiber optic,Electronic check,No,No,2,Month-to-month,1
10,New(0-1yr),80.7,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
65,Loyal(3yr+),104.35,1,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
1,New(0-1yr),19.55,0,No,Mailed check,No,No internet service,0,Month-to-month,0
38,Loyal(3yr+),74.05,0,DSL,Electronic check,No,Yes,5,One year,0
23,Standard(1-3yr),40.1,0,DSL,Mailed check,No,Yes,3,Two year,0
10,New(0-1yr),20.1,0,No,Mailed check,No,No internet service,0,One year,0
4,New(0-1yr),101.7,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
72,Loyal(3yr+),83.55,0,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
35,Standard(1-3yr),56.85,0,DSL,Electronic check,No,Yes,2,Month-to-month,0
1,New(0-1yr),20.4,0,No,Mailed check,No,No internet service,0,Month-to-month,1
58,Loyal(3yr+),19.55,0,No,Credit card (automatic),No,No internet service,0,Two year,0
70,Loyal(3yr+),106.15,0,Fiber optic,Electronic check,Yes,Yes,5,One year,0
38,Loyal(3yr+),78.95,0,DSL,Credit card (automatic),No,No,4,One year,0
60,Loyal(3yr+),49.75,0,DSL,Electronic check,Yes,No,3,Month-to-month,0
26,Standard(1-3yr),92.4,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
8,New(0-1yr),58.2,0,DSL,Bank transfer (automatic),No,Yes,3,One year,0
41,Loyal(3yr+),102.6,0,Fiber optic,Electronic check,Yes,Yes,4,One year,1
36,Standard(1-3yr),91.95,1,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,0
54,Loyal(3yr+),65.25,1,DSL,Bank transfer (automatic),No,Yes,3,One year,0
71,Loyal(3yr+),106.0,0,Fiber optic,Bank transfer (automatic),Yes,No,4,Two year,1
55,Loyal(3yr+),73.1,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
72,Loyal(3yr+),59.75,0,DSL,Bank transfer (automatic),No,No,2,Two year,0
3,New(0-1yr),55.1,0,DSL,Mailed check,Yes,Yes,2,Month-to-month,1
54,Loyal(3yr+),59.8,0,DSL,Bank transfer (automatic),Yes,No,2,Two year,0
72,Loyal(3yr+),116.6,0,Fiber optic,Bank transfer (automatic),Yes,Yes,6,Two year,0
52,Loyal(3yr+),109.3,0,Fiber optic,Electronic check,Yes,Yes,5,Two year,0
60,Loyal(3yr+),101.4,1,Fiber optic,Bank transfer (automatic),Yes,No,3,One year,0
39,Loyal(3yr+),50.65,0,DSL,Credit card (automatic),Yes,No,3,Month-to-month,0
15,Standard(1-3yr),56.15,0,DSL,Mailed check,No,No,1,One year,0
69,Loyal(3yr+),106.5,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,Two year,1
43,Loyal(3yr+),19.2,0,No,Mailed check,Yes,No internet service,0,One year,0
63,Loyal(3yr+),83.0,1,DSL,Bank transfer (automatic),No,Yes,5,One year,0
2,New(0-1yr),70.1,1,Fiber optic,Electronic check,No,No,0,Month-to-month,0
72,Loyal(3yr+),108.3,0,Fiber optic,Bank transfer (automatic),Yes,Yes,6,Two year,0
32,Standard(1-3yr),91.05,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,1
40,Loyal(3yr+),25.25,0,No,Credit card (automatic),No,No internet service,0,Two year,0
58,Loyal(3yr+),45.35,0,DSL,Electronic check,Yes,No,3,One year,0
67,Loyal(3yr+),43.9,0,DSL,Electronic check,No,Yes,3,Two year,0
51,Loyal(3yr+),77.5,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
31,Standard(1-3yr),79.3,0,DSL,Mailed check,Yes,Yes,4,One year,0
69,Loyal(3yr+),84.9,1,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,0
32,Standard(1-3yr),79.25,0,Fiber optic,Electronic check,Yes,Yes,1,One year,0
21,Standard(1-3yr),71.05,0,DSL,Credit card (automatic),No,Yes,4,Two year,0
52,Loyal(3yr+),53.75,0,DSL,Electronic check,No,No,2,One year,0
72,Loyal(3yr+),24.25,0,No,Credit card (automatic),No,No internet service,0,Two year,0
72,Loyal(3yr+),54.2,0,DSL,Electronic check,Yes,No,4,Two year,1
52,Loyal(3yr+),44.25,0,DSL,Bank transfer (automatic),No,No,3,One year,0
41,Loyal(3yr+),50.05,0,DSL,Bank transfer (automatic),No,Yes,1,One year,0
41,Loyal(3yr+),20.15,0,No,Mailed check,No,No internet service,0,Two year,0
6,New(0-1yr),69.25,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,1
67,Loyal(3yr+),69.35,0,DSL,Credit card (automatic),Yes,Yes,4,One year,0
16,Standard(1-3yr),19.35,0,No,Mailed check,No,No internet service,0,Month-to-month,0
17,Standard(1-3yr),19.15,0,No,Mailed check,No,No internet service,0,Two year,0
35,Standard(1-3yr),61.0,0,DSL,Mailed check,No,No,3,Month-to-month,0
58,Loyal(3yr+),20.5,0,No,Credit card (automatic),No,No internet service,0,Two year,0
1,New(0-1yr),50.5,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
52,Loyal(3yr+),50.2,0,DSL,Mailed check,No,Yes,4,Two year,0
70,Loyal(3yr+),79.6,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
19,Standard(1-3yr),24.9,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
1,New(0-1yr),74.4,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
35,Standard(1-3yr),106.9,0,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,0
32,Standard(1-3yr),101.35,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
17,Standard(1-3yr),55.35,0,DSL,Credit card (automatic),Yes,Yes,2,Month-to-month,0
67,Loyal(3yr+),50.55,0,DSL,Credit card (automatic),No,No,1,One year,0
9,New(0-1yr),19.5,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,0
31,Standard(1-3yr),79.45,0,DSL,Mailed check,Yes,Yes,4,One year,1
4,New(0-1yr),90.65,0,Fiber optic,Electronic check,No,No,2,Month-to-month,0
58,Loyal(3yr+),89.85,1,Fiber optic,Bank transfer (automatic),Yes,Yes,3,One year,0
60,Loyal(3yr+),79.0,0,DSL,Mailed check,No,Yes,5,One year,0
58,Loyal(3yr+),104.65,0,Fiber optic,Electronic check,Yes,Yes,4,One year,1
1,New(0-1yr),19.55,0,No,Mailed check,No,No internet service,0,Month-to-month,0
27,Standard(1-3yr),19.9,0,No,Mailed check,No,No internet service,0,Two year,0
66,Loyal(3yr+),116.25,1,Fiber optic,Electronic check,Yes,Yes,6,One year,0
15,Standard(1-3yr),87.75,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,0
47,Loyal(3yr+),100.05,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
41,Loyal(3yr+),81.3,0,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,0
59,Loyal(3yr+),44.3,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
50,Loyal(3yr+),70.35,0,Fiber optic,Credit card (automatic),No,No,0,Two year,0
17,Standard(1-3yr),44.45,0,DSL,Credit card (automatic),No,No,3,One year,0
6,New(0-1yr),49.15,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
51,Loyal(3yr+),29.45,1,DSL,Credit card (automatic),Yes,No,1,Month-to-month,0
44,Loyal(3yr+),100.55,0,Fiber optic,Electronic check,No,Yes,4,Month-to-month,1
49,Loyal(3yr+),85.3,0,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,0
2,New(0-1yr),95.65,0,Fiber optic,Electronic check,No,No,3,Month-to-month,1
59,Loyal(3yr+),69.1,0,DSL,Mailed check,Yes,Yes,3,One year,0
50,Loyal(3yr+),70.35,1,DSL,Bank transfer (automatic),Yes,No,3,Month-to-month,0
59,Loyal(3yr+),20.6,0,No,Mailed check,No,No internet service,0,Two year,0
18,Standard(1-3yr),74.15,0,Fiber optic,Mailed check,No,No,0,Month-to-month,0
10,New(0-1yr),75.05,0,Fiber optic,Electronic check,No,No,0,Month-to-month,0
14,Standard(1-3yr),44.6,0,DSL,Electronic check,No,No,0,One year,0
35,Standard(1-3yr),21.45,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
8,New(0-1yr),43.45,0,DSL,Mailed check,Yes,No,0,One year,0
18,Standard(1-3yr),20.05,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
60,Loyal(3yr+),94.15,0,Fiber optic,Bank transfer (automatic),No,No,3,One year,0
1,New(0-1yr),94.4,0,Fiber optic,Electronic check,No,No,3,Month-to-month,1
6,New(0-1yr),19.55,0,No,Mailed check,No,No internet service,0,Two year,0
19,Standard(1-3yr),75.9,0,DSL,Mailed check,Yes,Yes,4,Month-to-month,0
53,Loyal(3yr+),64.15,0,DSL,Bank transfer (automatic),No,Yes,3,One year,0
72,Loyal(3yr+),109.55,1,Fiber optic,Bank transfer (automatic),Yes,No,5,Two year,0
60,Loyal(3yr+),110.8,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
1,New(0-1yr),55.0,0,DSL,Credit card (automatic),Yes,No,1,Month-to-month,1
13,Standard(1-3yr),53.45,0,DSL,Mailed check,No,Yes,2,Month-to-month,0
5,New(0-1yr),69.95,0,Fiber optic,Credit card (automatic),No,No,0,Month-to-month,0
1,New(0-1yr),101.45,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
13,Standard(1-3yr),97.0,0,Fiber optic,Electronic check,No,No,3,Month-to-month,0
37,Loyal(3yr+),90.6,0,DSL,Bank transfer (automatic),Yes,Yes,6,One year,0
64,Loyal(3yr+),73.55,0,Fiber optic,Mailed check,Yes,No,1,Month-to-month,0
5,New(0-1yr),67.95,0,DSL,Bank transfer (automatic),No,Yes,3,Month-to-month,1
61,Loyal(3yr+),94.35,0,Fiber optic,Bank transfer (automatic),Yes,Yes,3,Two year,0
1,New(0-1yr),69.5,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
1,New(0-1yr),18.85,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
26,Standard(1-3yr),19.4,0,No,Mailed check,No,No internet service,0,One year,0
1,New(0-1yr),69.2,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
24,Standard(1-3yr),19.75,0,No,Mailed check,No,No internet service,0,Two year,0
17,Standard(1-3yr),54.6,0,DSL,Electronic check,No,Yes,4,One year,0
26,Standard(1-3yr),29.8,0,DSL,Mailed check,Yes,No,1,Month-to-month,0
1,New(0-1yr),69.65,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
40,Loyal(3yr+),101.85,1,Fiber optic,Electronic check,No,No,3,Month-to-month,1
52,Loyal(3yr+),103.05,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
1,New(0-1yr),82.3,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
1,New(0-1yr),20.3,0,No,Mailed check,No,No internet service,0,Month-to-month,0
21,Standard(1-3yr),35.1,0,DSL,Mailed check,No,Yes,2,Two year,0
